poscM Chromosome Start End GenDens
1.189 chr2H 2875305617 2875322268 16651
1.19 chr2H 3595164511 3595171640 7129
1.191 chr2H 1438316256 1438327920 11664
1.192 chr2H 1438776658 1438777709 1051
1.194 chr2H 1439353856 1439409324 55468
1.195 chr2H 719817043 719817213 170
1.196 chr2H 1439775444 1439777759 2315
1.197 chr2H 2160249188 2160254015 4827
1.199 chr2H 2881374462 2881387882 13420
1.2 chr2H 2161517536 2161606258 88722
1.201 chr2H 2161789002 2161799210 10208
1.203 chr2H 720871191 720874797 3606
1.204 chr2H 721111541 721112197 656
1.205 chr2H 2163509613 2163517182 7569
1.206 chr2H 1442593508 1442717562 124054
1.208 chr2H 721640905 721659322 18417
1.209 chr2H 2886734720 2886746645 11925
1.21 chr2H 2165462004 2165631169 169165
1.211 chr2H 2165859106 2165863866 4760
1.212 chr2H 1444282589 1444292628 10039
1.213 chr2H 2888899009 2888921543 22534
1.214 chr2H 1444824557 1444827144 2587
1.215 chr2H 4335068626 4335092453 23827
1.216 chr2H 722651522 722652321 799
1.217 chr2H 2168288633 2168319814 31181
1.218 chr2H 1445742245 1445750398 8153
1.219 chr2H 723000994 723005790 4796
1.22 chr2H 2169343169 2169349526 6357
1.221 chr2H 723245502 723247720 2218
1.222 chr2H 1446755711 1446759839 4128
1.224 chr2H 723652502 723658875 6373
1.227 chr2H 1448015865 1448018599 2734
1.228 chr2H 5069194776 5069220101 25325
1.23 chr2H 2897674666 2897685837 11171
1.231 chr2H 1449114490 1449116911 2421
1.232 chr2H 2174082862 2174087606 4744
1.234 chr2H 5074698273 5074715654 17381
1.235 chr2H 1450221057 1450225471 4414
1.236 chr2H 1450460639 1450467515 6876
1.238 chr2H 725412810 725413577 767
1.239 chr2H 725556234 725557703 1469
1.24 chr2H 2902716854 2902735011 18157
1.241 chr2H 2903203426 2903212413 8987
1.242 chr2H 1451807400 1451808259 859
1.243 chr2H 4356198754 4356232136 33382
1.245 chr2H 1452487260 1452488324 1064
1.247 chr2H 726590487 726591365 878
1.248 chr2H 726622257 726639280 17023
1.249 chr2H 1453566980 1453570835 3855
1.25 chr2H 2180654038 2180660840 6802
1.251 chr2H 2908087663 2908130355 42692
1.252 chr2H 2908382515 2908434485 51970
1.253 chr2H 1454414837 1454428554 13717
1.254 chr2H 2909434265 2909457460 23195
1.255 chr2H 727491030 727492951 1921
1.256 chr2H 2910339870 2910366195 26325
1.258 chr2H 727799389 727809509 10120
1.259 chr2H 1455919190 1455937153 17963
1.26 chr2H 2184112026 2184117296 5270
1.261 chr2H 728158118 728160470 2352
1.262 chr2H 728298302 728302943 4641
1.263 chr2H 1456920718 1456957862 37144
1.264 chr2H 728572809 728575989 3180
1.265 chr2H 1457347267 1457351187 3920
1.266 chr2H 728829771 728834197 4426
1.267 chr2H 2915792361 2915798568 6207
1.269 chr2H 2916760655 2916766521 5866
1.27 chr2H 1458647156 1458658275 11119
1.271 chr2H 1458858670 1458859470 800
1.272 chr2H 729530473 729531376 903
1.274 chr2H 1459647255 1459654991 7736
1.276 chr2H 730026694 730030208 3514
1.28 chr2H 1461159767 1461235459 75692
1.282 chr2H 2923419709 2923434664 14955
1.283 chr2H 2192789404 2192806708 17304
1.284 chr2H 4386218258 4386240586 22328
1.285 chr2H 3656155968 3656184614 28646
1.286 chr2H 2194003247 2194010674 7427
1.288 chr2H 731685263 731689367 4104
1.289 chr2H 731697136 731699235 2099
1.29 chr2H 1463804226 1463810116 5890
1.291 chr2H 731992997 731994386 1389
1.292 chr2H 1464341745 1464345518 3773
1.293 chr2H 732342476 732344882 2406
1.294 chr2H 2197362690 2197367052 4362
1.295 chr2H 6593939193 6593979426 40233
1.296 chr2H 1465448027 1465453546 5519
1.297 chr2H 2198789188 2198794780 5592
1.299 chr2H 1466331268 1466335971 4703
1.3 chr2H 2933569033 2933583854 14821
1.301 chr2H 5134403443 5134424970 21527
1.302 chr2H 1467359114 1467368988 9874
1.304 chr2H 1467846222 1467860939 14717
1.305 chr2H 2202477560 2202633381 155821
1.306 chr2H 734188954 734191233 2279
1.307 chr2H 734430034 734433976 3942
1.308 chr2H 2203584410 2203588747 4337
1.309 chr2H 1469343949 1469346646 2697
1.31 chr2H 1469666090 1469722540 56450
1.311 chr2H 2205045042 2205048689 3647
1.312 chr2H 4410981257 4411019394 38137
1.313 chr2H 3676508157 3676533532 25375
1.314 chr2H 735396713 735397796 1083
1.315 chr2H 735670040 735670914 874
1.319 chr2H 2944971815 2944983222 11407
1.32 chr2H 736366252 736370487 4235
1.321 chr2H 2209906489 2209908144 1655
1.322 chr2H 4420549489 4420585399 35910
1.323 chr2H 736943422 736944759 1337
1.324 chr2H 1474047466 1474224691 177225
1.325 chr2H 2948837955 2948850608 12653
1.326 chr2H 1474628053 1474631622 3569
1.327 chr2H 1475030634 1475173005 142371
1.328 chr2H 1475305967 1475309242 3275
1.329 chr2H 737837275 737837940 665
1.33 chr2H 3690055133 3690064659 9526
1.331 chr2H 3690939219 3691057279 118060
1.332 chr2H 3691750428 3691776743 26315
1.333 chr2H 2954093807 2954103324 9517
1.334 chr2H 738611920 738615453 3533
1.335 chr2H 2955408781 2955410527 1746
1.336 chr2H 2216938177 2217233541 295364
1.337 chr2H 1478490048 1478495336 5288
1.338 chr2H 4436075567 4436106872 31305
1.339 chr2H 2218462278 2218470814 8536
1.342 chr2H 4440031095 4440056489 25394
1.343 chr2H 3700843866 3700851106 7240
1.344 chr2H 3701472947 3701488529 15582
1.345 chr2H 2221307147 2221310831 3684
1.346 chr2H 2222051324 2222069480 18156
1.347 chr2H 2222468312 2222471816 3504
1.348 chr2H 5186458724 5186485333 26609
1.349 chr2H 4446316455 4446347381 30926
1.35 chr2H 2965083824 2965094332 10508
1.351 chr2H 741393222 741397291 4069
1.352 chr2H 1483196475 1483199280 2805
1.353 chr2H 2966670394 2966676010 5616
1.355 chr2H 4451989290 4452000231 10941
1.356 chr2H 4452885488 4452908313 22825
1.357 chr2H 3711331382 3711360138 28756
1.358 chr2H 1484973862 1484990530 16668
1.359 chr2H 2227903908 2227909766 5858
1.36 chr2H 2228379664 2228383640 3976
1.361 chr2H 1485690800 1485798697 107897
1.362 chr2H 2972297001 2972304460 7459
1.363 chr2H 3715918724 3715939627 20903
1.364 chr2H 2230156531 2230168983 12452
1.365 chr2H 3717362835 3717370695 7860
1.366 chr2H 2974710060 2974718317 8257
1.367 chr2H 2231451846 2231456015 4169
1.368 chr2H 743904135 743904350 215
1.369 chr2H 2232340915 2232346767 5852
1.37 chr2H 1488467479 1488476367 8888
1.371 chr2H 1488712675 1488799370 86695
1.372 chr2H 1489149180 1489160145 10965
1.373 chr2H 1489264653 1489288208 23555
1.375 chr2H 1489803822 1489813517 9695
1.376 chr2H 2980362725 2980420124 57399
1.377 chr2H 3726470558 3726485108 14550
1.378 chr2H 2981566744 2981575623 8879
1.379 chr2H 745557893 745558189 296
1.38 chr2H 745677155 745677259 104
1.382 chr2H 745976638 746012036 35398
1.383 chr2H 1492285166 1492291537 6371
1.384 chr2H 1492600701 1492605178 4477
1.385 chr2H 2239224353 2239233636 9283
1.386 chr2H 2239649245 2239660267 11022
1.387 chr2H 1493493935 1493504993 11058
1.388 chr2H 746908195 746910222 2027
1.389 chr2H 1493960222 1493979764 19542
1.39 chr2H 1494253138 1494256332 3194
1.391 chr2H 2989296775 2989305072 8297
1.392 chr2H 747405116 747409691 4575
1.393 chr2H 2242753512 2242764263 10751
1.395 chr2H 747944191 747945438 1247
1.396 chr2H 748056444 748057071 627
1.398 chr2H 1496527487 1496621446 93959
1.399 chr2H 1496915372 1496955192 39820
1.4 chr2H 2994596175 2994603297 7122
1.401 chr2H 1497496062 1497505079 9017
1.402 chr2H 1497920030 1497921607 1577
1.407 chr2H 2248925766 2248936234 10468
1.408 chr2H 5248570647 5248714686 144039
1.409 chr2H 749992858 750071731 78873
1.41 chr2H 3000385386 3000423607 38221
1.411 chr2H 750279249 750301537 22288
1.412 chr2H 2251334680 2251346110 11430
1.413 chr2H 3752906256 3752926909 20653
1.414 chr2H 2252302021 2252310911 8890
1.415 chr2H 750809861 750836936 27075
1.416 chr2H 4505945033 4505967082 22049
1.417 chr2H 3755830240 3755847094 16854
1.419 chr2H 5260811541 5260822660 11119
1.42 chr2H 15034963169 15034977090 13921
1.421 chr2H 8270525212 8270566769 41557
1.422 chr2H 3008038653 3008073958 35305
1.423 chr2H 1504391390 1504401876 10486
1.424 chr2H 1504806142 1504812470 6328
1.425 chr2H 1505202094 1505224969 22875
1.426 chr2H 2257992846 2258012588 19742
1.427 chr2H 1505833243 1505836378 3135
1.428 chr2H 3011983033 3011988865 5832
1.429 chr2H 3012479298 3012494570 15272
1.43 chr2H 8287209128 8287279133 70005
1.432 chr2H 1507371667 1507449357 77690
1.433 chr2H 2261467797 2261487689 19892
1.434 chr2H 753923725 753928860 5135
1.435 chr2H 754193353 754196120 2767
1.437 chr2H 3772599381 3772611800 12419
1.438 chr2H 5282396742 5282431050 34308
1.439 chr2H 4528637242 4528650748 13506
1.44 chr2H 3019650635 3019691763 41128
1.441 chr2H 3020408029 3020466645 58616
1.442 chr2H 755194889 755197487 2598
1.445 chr2H 3022961927 3022970022 8095
1.448 chr2H 756249859 756251040 1181
1.449 chr2H 3025117267 3025137092 19825
1.451 chr2H 1513288180 1513310600 22420
1.452 chr2H 5297278988 5297287337 8349
1.453 chr2H 756835830 756837342 1512
1.454 chr2H 1514193795 1514195331 1536
1.455 chr2H 3028679685 3028783757 104072
1.456 chr2H 3029358523 3029374657 16134
1.457 chr2H 757511468 757517877 6409
1.458 chr2H 3030517728 3030533218 15490
1.459 chr2H 4546766211 4547028257 262046
1.461 chr2H 1516209488 1516212081 2593
1.462 chr2H 1516628233 1516642034 13801
1.463 chr2H 6825789592 6826054676 265084
1.464 chr2H 5310301690 5310320311 18621
1.465 chr2H 2276237193 2276245014 7821
1.466 chr2H 4553743748 4553758420 14672
1.467 chr2H 3036554481 3036583923 29442
1.468 chr2H 3037128688 3037219481 90793
1.469 chr2H 759409384 759413620 4236
1.47 chr2H 759627116 759628743 1627
1.471 chr2H 3039190180 3039197490 7310
1.472 chr2H 1520013474 1520020794 7320
1.473 chr2H 6081456413 6081559200 102787
1.474 chr2H 1520682500 1520691465 8965
1.475 chr2H 1521082650 1521093240 10590
1.476 chr2H 6846845731 6846868361 22630
1.477 chr2H 4565758494 4565769003 10509
1.478 chr2H 761142491 761145408 2917
1.479 chr2H 4567802436 4567820507 18071
1.48 chr2H 4569435988 4569454093 18105
1.481 chr2H 1523495496 1523498062 2566
1.482 chr2H 1524103628 1524104808 1180
1.483 chr2H 1524409615 1524412734 3119
1.484 chr2H 1524818681 1524835881 17200
1.485 chr2H 3050561162 3050571975 10813
1.486 chr2H 3814339178 3814363868 24690
1.487 chr2H 4578181214 4578198291 17077
1.488 chr2H 2289736724 2289770813 34089
1.489 chr2H 2290557395 2290572098 14703
1.49 chr2H 2291262101 2291267178 5077
1.491 chr2H 4583885907 4583905226 19319
1.492 chr2H 764279329 764290102 10773
1.493 chr2H 3057955931 3057973696 17765
1.494 chr2H 1529495413 1529497651 2238
1.495 chr2H 765050410 765159289 108879
1.496 chr2H 765156820 765157404 584
1.497 chr2H 3062533385 3062547079 13694
1.498 chr2H 8424086838 8424198453 111615
1.499 chr2H 2298322236 2298331275 9039
1.5 chr2H 1532687982 1532695381 7399
1.501 chr2H 1533601064 1533613906 12842
1.502 chr2H 2301116378 2301128459 12081
1.503 chr2H 10742841167 10742933357 92190
1.504 chr2H 7677821897 7677911696 89799
1.505 chr2H 1536039576 1536044535 4959
0 chr3H 80324 103975 23651
0.001 chr3H 246042 276991 30949
0.002 chr3H 1908236 1986141 77905
0.003 chr3H 936372 942375 6003
0.004 chr3H 4331131 4361386 30255
0.005 chr3H 744898 747852 2954
0.007 chr3H 3118291 3179626 61335
0.008 chr3H 1271934 1273018 1084
0.009 chr3H 1320251 1322467 2216
0.01 chr3H 8910207 8932272 22065
0.011 chr3H 8204255 8213136 8881
0.012 chr3H 14198253 14219208 20955
0.013 chr3H 13671483 13691576 20093
0.014 chr3H 8210430 8227993 17563
0.015 chr3H 4519183 4575209 56026
0.016 chr3H 14115580 14131443 15863
0.017 chr3H 4990735 5034770 44035
0.018 chr3H 5296934 5311190 14256
0.019 chr3H 10911217 10930000 18783
0.02 chr3H 14318528 14357008 38480
0.021 chr3H 11997139 12005591 8452
0.023 chr3H 16429252 16601624 172372
0.025 chr3H 14160947 14169968 9021
0.026 chr3H 14657107 14671265 14158
0.028 chr3H 19799059 19804619 5560
0.029 chr3H 36820334 36846185 25851
0.03 chr3H 20952855 20980503 27648
0.033 chr3H 23000887 23044218 43331
0.034 chr3H 9486203 9523909 37706
0.036 chr3H 9970210 9989657 19447
0.038 chr3H 15830734 15834338 3604
0.039 chr3H 10654998 10660370 5372
0.041 chr3H 5682744 5685014 2270
0.042 chr3H 5764120 5764520 400
0.043 chr3H 11683713 11686383 2670
0.044 chr3H 6029923 6030198 275
0.045 chr3H 12278625 12283038 4413
0.046 chr3H 6234986 6236592 1606
0.047 chr3H 6304364 6307019 2655
0.048 chr3H 19479152 19638335 159183
0.049 chr3H 19831655 19870184 38529
0.05 chr3H 6770790 6771888 1098
0.051 chr3H 13624907 13635039 10132
0.052 chr3H 20932560 20969617 37057
0.053 chr3H 21140682 21299962 159280
0.055 chr3H 14685216 14699902 14686
0.056 chr3H 29780867 29800636 19769
0.057 chr3H 22732602 22746540 13938
0.058 chr3H 15393131 15402460 9329
0.059 chr3H 31060434 31077652 17218
0.061 chr3H 8023497 8024032 535
0.062 chr3H 16250086 16274774 24688
0.063 chr3H 16511029 16579244 68215
0.066 chr3H 8642798 8646675 3877
0.067 chr3H 17450387 17457056 6669
0.068 chr3H 17603778 17703014 99236
0.069 chr3H 8898241 8898821 580
0.07 chr3H 9091752 9096242 4490
0.071 chr3H 18248675 18252359 3684
0.073 chr3H 9355839 9356985 1146
0.074 chr3H 9554338 9554886 548
0.076 chr3H 9757456 9764144 6688
0.078 chr3H 19850343 19856076 5733
0.08 chr3H 30550399 30568624 18225
0.081 chr3H 30772328 30776504 4176
0.083 chr3H 10480581 10482887 2306
0.084 chr3H 21190909 21197038 6129
0.085 chr3H 10684485 10689498 5013
0.086 chr3H 43168006 43184756 16750
0.087 chr3H 32783341 32790084 6743
0.088 chr3H 55141046 55152775 11729
0.089 chr3H 78007336 78017924 10588
0.09 chr3H 78641141 78654296 13155
0.091 chr3H 11332667 11337625 4958
0.093 chr3H 23101452 23109418 7966
0.094 chr3H 58305874 58329975 24101
0.095 chr3H 35346667 35356723 10056
0.096 chr3H 166009127 166029347 20220
0.097 chr3H 95731039 95760483 29444
0.098 chr3H 12036245 12040349 4104
0.099 chr3H 24416243 24420118 3875
0.1 chr3H 36898566 36907819 9253
0.101 chr3H 24771615 24785198 13583
0.102 chr3H 50007239 50040410 33171
0.103 chr3H 12589263 12590054 791
0.104 chr3H 12662920 12667858 4938
0.105 chr3H 12779103 12780364 1261
0.106 chr3H 51710449 51711748 1299
0.107 chr3H 39070738 39081273 10535
0.108 chr3H 65474568 65520999 46431
0.109 chr3H 26417367 26423482 6115
0.111 chr3H 67204073 67222275 18202
0.112 chr3H 13515734 13517880 2146
0.113 chr3H 68141217 68159644 18427
0.114 chr3H 13746604 13747044 440
0.115 chr3H 55222125 55233652 11527
0.117 chr3H 13971692 14014991 43299
0.118 chr3H 28221640 28229657 8017
0.119 chr3H 56750466 56758953 8487
0.124 chr3H 44118263 44123704 5441
0.126 chr3H 29802754 29804842 2088
0.127 chr3H 44948047 44962469 14422
0.128 chr3H 30210022 30217184 7162
0.129 chr3H 76026818 76041145 14327
0.13 chr3H 137552903 137583343 30440
0.131 chr3H 30807463 30818927 11464
0.132 chr3H 46434067 46443511 9444
0.134 chr3H 15672976 15674390 1414
0.135 chr3H 31427034 31430731 3697
0.137 chr3H 15962544 15962927 383
0.138 chr3H 64013554 64112404 98850
0.139 chr3H 16070226 16070778 552
0.142 chr3H 82009187 82026391 17204
0.143 chr3H 49370955 49410125 39170
0.144 chr3H 33132471 33136584 4113
0.145 chr3H 33247908 33372358 124450
0.146 chr3H 33476937 33477169 232
0.151 chr3H 34339143 34345273 6130
0.152 chr3H 86403501 86409020 5519
0.153 chr3H 121630382 121647794 17412
0.154 chr3H 34920969 34927082 6113
0.155 chr3H 35172245 35197013 24768
0.156 chr3H 35374724 35379651 4927
0.157 chr3H 35610204 35612773 2569
0.158 chr3H 89257141 89269341 12200
0.159 chr3H 125764444 125803001 38557
0.16 chr3H 18016429 18021773 5344
0.162 chr3H 54706782 54903264 196482
0.164 chr3H 18435881 18436951 1070
0.165 chr3H 55533307 55547076 13769
0.166 chr3H 74407598 74416377 8779
0.167 chr3H 18723272 18723538 266
0.168 chr3H 18769064 18769869 805
0.169 chr3H 37802829 37808065 5236
0.17 chr3H 19016502 19019476 2974
0.171 chr3H 57171215 57178840 7625
0.175 chr3H 38841949 38850302 8353
0.177 chr3H 19646039 19646998 959
0.18 chr3H 99366352 99376969 10617
0.181 chr3H 19983893 19984588 695
0.182 chr3H 40052818 40403501 350683
0.183 chr3H 20149411 20149636 225
0.184 chr3H 40457545 40749234 291689
0.186 chr3H 40794770 41074974 280204
0.187 chr3H 20503965 20505366 1401
0.19 chr3H 20713457 20714332 875
0.192 chr3H 41861043 41865117 4074
0.193 chr3H 20950438 21020077 69639
0.194 chr3H 21035861 21040364 4503
0.195 chr3H 63509832 63519435 9603
0.196 chr3H 21231415 21243091 11676
0.201 chr3H 21656953 21664169 7216
0.209 chr3H 44593416 44652741 59325
0.21 chr3H 22401968 22405112 3144
0.211 chr3H 22457435 22459193 1758
0.212 chr3H 45024089 45031754 7665
0.213 chr3H 45220897 45232333 11436
0.214 chr3H 22673501 22673885 384
0.216 chr3H 45760028 45766352 6324
0.219 chr3H 46182112 46198435 16323
0.222 chr3H 23309016 23315926 6910
0.223 chr3H 70147487 70153973 6486
0.224 chr3H 46833669 46841393 7724
0.227 chr3H 141908736 141926198 17462
0.229 chr3H 23803436 23804362 926
0.231 chr3H 23875049 23877345 2296
0.232 chr3H 23999213 24027887 28674
0.233 chr3H 24027539 24033379 5840
0.235 chr3H 24142268 24143264 996
0.236 chr3H 24221666 24224456 2790
0.238 chr3H 48764486 48789509 25023
0.239 chr3H 48860628 48862762 2134
0.24 chr3H 49030321 49036478 6157
0.241 chr3H 73850580 73859885 9305
0.242 chr3H 98703694 98707632 3938
0.243 chr3H 49471402 49475341 3939
0.244 chr3H 99224323 99235850 11527
0.245 chr3H 49732689 49736307 3618
0.246 chr3H 49887180 49895377 8197
0.247 chr3H 25028086 25030588 2502
0.248 chr3H 125512768 125530142 17374
0.25 chr3H 75754590 75762466 7876
0.251 chr3H 25283045 25283817 772
0.252 chr3H 50701381 50702507 1126
0.254 chr3H 50986606 50988467 1861
0.255 chr3H 76644775 76648902 4127
0.257 chr3H 25691177 25875131 183954
0.259 chr3H 51534900 51633976 99076
0.265 chr3H 104570508 104580292 9784
0.266 chr3H 104830453 104846661 16208
0.267 chr3H 52545889 52552454 6565
0.268 chr3H 78907139 78926394 19255
0.269 chr3H 26398468 26404973 6505
0.271 chr3H 26531555 26535998 4443
0.272 chr3H 26544051 26549073 5022
0.273 chr3H 79876803 79877782 979
0.274 chr3H 53351562 53371847 20285
0.276 chr3H 26790866 26794177 3311
0.277 chr3H 26879880 26902199 22319
0.278 chr3H 107777935 107806711 28776
0.279 chr3H 81003598 81013318 9720
0.28 chr3H 54079105 54095560 16455
0.281 chr3H 81357027 81369499 12472
0.282 chr3H 27190928 27192108 1180
0.283 chr3H 54536404 54547427 11023
0.287 chr3H 27496195 27497025 830
0.288 chr3H 27611797 27612138 341
0.289 chr3H 27689231 27689518 287
0.29 chr3H 83182025 83192334 10309
0.291 chr3H 111186551 111206760 20209
0.292 chr3H 27828872 27831755 2883
0.294 chr3H 56047828 56054415 6587
0.295 chr3H 28033288 28033911 623
0.298 chr3H 28299792 28300521 729
0.299 chr3H 28352056 28355510 3454
0.301 chr3H 56929628 56934953 5325
0.303 chr3H 143063248 143084745 21497
0.304 chr3H 57361027 57383078 22051
0.306 chr3H 115197555 115206933 9378
0.307 chr3H 57771270 57786074 14804
0.308 chr3H 86867275 86872895 5620
0.311 chr3H 58345085 58349264 4179
0.313 chr3H 29303174 29304339 1165
0.316 chr3H 29537655 29544865 7210
0.319 chr3H 29767919 29768557 638
0.321 chr3H 29891413 29893302 1889
0.323 chr3H 60075767 60077756 1989
0.325 chr3H 90607135 90628000 20865
0.326 chr3H 30245711 30249636 3925
0.327 chr3H 151876570 151887349 10779
0.328 chr3H 91319723 91333700 13977
0.329 chr3H 30478960 30482679 3719
0.33 chr3H 91795211 91810158 14947
0.331 chr3H 61334638 61343575 8937
0.332 chr3H 30738181 30740317 2136
0.334 chr3H 61850019 61862311 12292
0.336 chr3H 31042481 31044101 1620
0.338 chr3H 62395958 62403725 7767
0.341 chr3H 31376497 31381204 4707
0.344 chr3H 126559145 126568157 9012
0.348 chr3H 63888736 63893850 5114
0.35 chr3H 32115291 32117947 2656
0.351 chr3H 64445558 64452605 7047
0.352 chr3H 32314338 32315155 817
0.354 chr3H 64914386 64920261 5875
0.355 chr3H 162944344 162978707 34363
0.356 chr3H 97969198 97975362 6164
0.358 chr3H 32870995 32875712 4717
0.359 chr3H 132211333 132226073 14740
0.36 chr3H 66283602 66288715 5113
0.361 chr3H 66502397 66525260 22863
0.362 chr3H 33415063 33418033 2970
0.363 chr3H 100537288 100546221 8933
0.364 chr3H 67343979 67346609 2630
0.365 chr3H 33768507 33774150 5643
0.366 chr3H 169412856 169422364 9508
0.368 chr3H 68141692 68148948 7256
0.369 chr3H 68460076 68463639 3563
0.37 chr3H 34312243 34313921 1678
0.372 chr3H 34509860 34515290 5430
0.373 chr3H 242293554 242320111 26557
0.374 chr3H 173724911 173745034 20123
0.375 chr3H 69582346 69584318 1972
0.376 chr3H 209695297 209727211 31914
0.377 chr3H 35109112 35109899 787
0.378 chr3H 140962803 140987324 24521
0.379 chr3H 70679401 70687451 8050
0.38 chr3H 35556562 35558304 1742
0.382 chr3H 35750504 35753149 2645
0.384 chr3H 72138816 72140290 1474
0.385 chr3H 72233567 72236551 2984
0.386 chr3H 36337593 36338787 1194
0.387 chr3H 109174656 109181709 7053
0.388 chr3H 36516044 36516867 823
0.389 chr3H 73413572 73427060 13488
0.39 chr3H 184082559 184105950 23391
0.391 chr3H 73971521 73980596 9075
0.392 chr3H 37185065 37186665 1600
0.393 chr3H 111851797 111863578 11781
0.394 chr3H 261961199 261978298 17099
0.396 chr3H 37637607 37642356 4749
0.397 chr3H 75756126 75774124 17998
0.398 chr3H 189810171 189816999 6828
0.399 chr3H 38128407 38129238 831
0.4 chr3H 114867808 114880698 12890
0.401 chr3H 38448820 38452050 3230
0.402 chr3H 115857923 115864617 6694
0.403 chr3H 38751426 38758213 6787
0.405 chr3H 78317779 78323766 5987
0.406 chr3H 39282442 39288478 6036
0.407 chr3H 236795996 236823199 27203
0.408 chr3H 39645407 39660695 15288
0.409 chr3H 39826363 39826710 347
0.41 chr3H 119935270 119946953 11683
0.412 chr3H 80576334 80577670 1336
0.413 chr3H 40548404 40559619 11215
0.414 chr3H 203800658 203819935 19277
0.415 chr3H 40939172 40942285 3113
0.416 chr3H 123250004 123254636 4632
0.417 chr3H 41265813 41266528 715
0.418 chr3H 291360738 291522468 161730
0.419 chr3H 816084352 816172978 88626
0.42 chr3H 87190448 87192336 1888
0.421 chr3H 43838075 43842015 3940
0.422 chr3H 88285678 88303583 17905
0.423 chr3H 133217959 133234322 16363
0.424 chr3H 89144058 89153015 8957
0.425 chr3H 44781330 44781560 230
0.426 chr3H 134932273 134945550 13277
0.427 chr3H 317428455 317448618 20163
0.428 chr3H 91321047 91325366 4319
0.429 chr3H 137347223 137355592 8369
0.431 chr3H 325435184 325486454 51270
0.432 chr3H 140486432 140494307 7875
0.433 chr3H 188395561 188404462 8901
0.434 chr3H 94555278 94564556 9278
0.435 chr3H 142659868 142668401 8533
0.436 chr3H 143372480 143383272 10792
0.437 chr3H 288655558 288670474 14916
0.438 chr3H 338961635 338980693 19058
0.439 chr3H 583885848 583911818 25970
0.44 chr3H 293500895 293512846 11951
0.441 chr3H 49279177 49280637 1460
0.442 chr3H 198627592 198643625 16033
0.443 chr3H 49996790 50003988 7198
0.444 chr3H 50201168 50204360 3192
0.445 chr3H 50370156 50370360 204
0.446 chr3H 203422612 203427050 4438
0.447 chr3H 255526406 255555068 28662
0.449 chr3H 51806647 51808024 1377
0.45 chr3H 52178234 52179645 1411
0.451 chr3H 52347755 52353287 5532
0.452 chr3H 210591435 210605941 14506
0.453 chr3H 211871524 211891293 19769
0.454 chr3H 53390310 53392645 2335
0.456 chr3H 108312686 108337589 24903
0.457 chr3H 163989716 163997612 7896
0.458 chr3H 109922388 109924919 2531
0.459 chr3H 334543657 334564125 20468
0.46 chr3H 169007490 169012150 4660
0.461 chr3H 285060214 285072707 12493
0.462 chr3H 345811374 345834296 22922
0.463 chr3H 175999886 176010311 10425
0.464 chr3H 59142152 59154811 12659
0.465 chr3H 544657726 544686766 29040
0.466 chr3H 1062349624 1062401588 51964
0.467 chr3H 3573084664 3573868464 783800
0.468 chr3H 1721665862 1721937263 271401
0.469 chr3H 2124175342 2124345787 170445
0.47 chr3H 1987811707 1987958904 147197
0.471 chr3H 3738273483 3738513524 240041
0.472 chr3H 537104248 537124196 19948
0.473 chr3H 363493570 363501016 7446
0.474 chr3H 643846536 643871692 25156
0.475 chr3H 656823510 656833353 9843
0.476 chr3H 1627461588 1627513050 51462
0.477 chr3H 1078525593 1078556286 30693
0.478 chr3H 1801985726 1802052467 66741
0.479 chr3H 2140203191 2140256061 52870
0.48 chr3H 1879947193 1879996486 49293
0.481 chr3H 1180190017 1180221384 31367
0.482 chr3H 988405365 988455817 50452
0.483 chr3H 1682092232 1682141110 48878
0.484 chr3H 1026354104 1026377022 22918
0.485 chr3H 1643000358 1643111834 111476
0.486 chr3H 1438789188 1438857505 68317
0.487 chr3H 1472102748 1472334726 231978
0.488 chr3H 1504214014 1504309588 95574
0.489 chr3H 893314003 893373976 59973
0.49 chr3H 910733253 910758332 25079
0.491 chr3H 1716453607 1716490055 36448
0.492 chr3H 2418775170 2418886761 111591
0.493 chr3H 1361242890 1361262902 20012
0.494 chr3H 1943857931 1944038450 180519
0.495 chr3H 1832595344 1832644891 49547
0.496 chr3H 1000885868 1000925772 39904
0.497 chr3H 1749402804 1749451765 48961
0.498 chr3H 2375686514 2375782648 96134
0.499 chr3H 2115394715 2115455987 61272
0.5 chr3H 2611629834 2611688007 58173
0.501 chr3H 1254172710 1254311914 139204
0.502 chr3H 2869641063 2869699599 58536
0.503 chr3H 2113859514 2113963126 103612
0.504 chr3H 2814979478 2815046684 67206
0.505 chr3H 2371351887 2371396394 44507
0.506 chr3H 3450580715 3450642408 61693
0.507 chr3H 3512827449 3512905577 78128
0.508 chr3H 1962512856 1962539112 26256
0.509 chr3H 4193746566 4193807965 61399
0.51 chr3H 3911201167 3911267028 65861
0.511 chr3H 3998821717 3998897801 76084
0.512 chr3H 3509476622 3509532163 55541
0.513 chr3H 4176434466 4176540917 106451
0.514 chr3H 3890053210 3890116727 63517
0.515 chr3H 8182787742 8182974728 186986
0.516 chr3H 5808904748 5809038337 133589
0.517 chr3H 6870005109 6870096312 91203
0.518 chr3H 7356471609 7356579620 108011
0.519 chr3H 8360915847 8361236772 320925
0.52 chr3H 49333289434 49335093616 1804182
0.521 chr3H 14318213463 14318517929 304466
0.522 chr3H 29151917767 29152431019 513252
0.523 chr3H 15979615425 15979818892 203467
0.524 chr3H 92847878489 92848942700 1064211
