poscM Chromosome Start End GenDens
0.44 7A 1617755894 1617798075 42181
0.45 7A 71669854 71670886 1032
0.46 7A 1188541489 1188597149 55660
0.47 7A 225277713 225283083 5370
0.48 7A 1221317659 1221365805 48146
0.49 7A 1546635134 1546704413 69279
0.5 7A 1334530660 1334605851 75191
0.51 7A 1839323084 1839389872 66788
0.52 7A 1623052483 1623094466 41983
0.53 7A 1149091426 1149146235 54809
0.54 7A 748531356 748549360 18004
0.55 7A 1513434161 1513507799 73638
0.56 7A 2735850004 2735992271 142267
0.57 7A 1145056376 1145088131 31755
0.58 7A 6721754692 6721972407 217715
0.59 7A 6391796899 6392006197 209298
0.6 7A 7302954214 7303191143 236929
0.61 7A 1128995591 1129020951 25360
0.62 7A 2669545082 2669622394 77312
0.63 7A 3326591651 3326693408 101757
0.64 7A 4743251987 4743364924 112937
0.65 7A 5549829236 5549950989 121753
0.66 7A 7500376980 7500566015 189035
0.67 7A 15459104165 15459434609 330444
0.68 7A 101314916620 101316914032 1997412
0.69 7A 23540912260 23541251463 339203
0.7 7A 16129758628 16130073289 314661
0.71 7A 14936351631 14936563517 211886
0.72 7A 6069708707 6069800055 91348
0.73 7A 18384285242 18384456171 170929
0.74 7A 9468806635 9468944685 138050
0.75 7A 4570497603 4570542269 44666
0.76 7A 2795427371 2795542135 114764
0.77 7A 3819809037 3819890611 81574
0.78 7A 2931793169 2931896815 103646
0.79 7A 2983724387 2983802477 78090
0.8 7A 18130812987 18131074837 261850
0.81 7A 37860031488 37860684973 653485
0.82 7A 2111339440 2111368926 29486
0.83 7A 423556015 423563387 7372
0.85 7A 848625862 848635302 9440
0.86 7A 1273712197 1273731117 18920
0.88 7A 424924363 424933429 9066
0.89 7A 1277186525 1277201655 15130
0.9 7A 239499472554 239501346929 1874375
0.91 7A 32205289088 32205509396 220308
0.92 7A 68785980102 68786425683 445581
0.93 7A 45358628594 45358934636 306042
0.94 7A 51826387908 51826678165 290257
0.95 7A 43654831322 43655072455 241133
0.96 7A 82870915482 82871344422 428940
0.97 7A 49420281180 49420609571 328391
0.98 7A 17274426519 17274496878 70359
0.99 7A 22975659111 22975744705 85594
1 7A 38861830671 38861986972 156301
1.01 7A 21500072398 21500138535 66137
1.02 7A 24802285813 24802398487 112674
1.03 7A 15985543039 15985617936 74897
1.04 7A 19909527404 19909604649 77245
1.05 7A 19976648056 19976714807 66751
1.06 7A 3880555632 3880579311 23679
1.07 7A 9080021030 9080065505 44475
1.08 7A 3901761694 3901775973 14279
1.09 7A 18269942876 18270016897 74021
1.1 7A 8500551674 8500576477 24803
1.11 7A 5243226973 5243264923 37950
1.12 7A 10517653126 10517711243 58117
1.13 7A 9228483482 9228519390 35908
1.14 7A 11896057192 11896127924 70732
1.15 7A 5297031755 5297043869 12114
1.16 7A 18589811538 18589867551 56013
1.17 7A 9324790041 9324837754 47713
1.18 7A 12016769151 12016819144 49993
1.19 7A 16062008531 16062052318 43787
1.2 7A 26835920500 26836031722 111222
1.21 7A 13445656395 13445706615 50220
1.22 7A 10784610210 10784646629 36419
1.23 7A 16880308308 16880365162 56854
1.24 7A 10145469702 10145493167 23465
1.25 7A 13561235012 13561274036 39024
1.26 7A 21754850970 21754961061 110091
1.27 7A 9537505948 9537552638 46690
1.28 7A 8188869543 8188906733 37190
1.29 7A 2051482056 2051498873 16817
1.3 7A 6169775979 6169804840 28861
1.31 7A 10295667613 10295699869 32256
1.32 7A 687953125 687955283 2158
1.33 7A 8951591807 8951632965 41158
1.34 7A 7586289807 7586338157 48350
1.35 7A 10359894640 10359918685 24045
1.36 7A 13141552712 13141624297 71585
1.37 7A 15933202879 15933269207 66328
1.38 7A 12492848861 12492892808 43947
1.39 7A 2083614289 2083624735 10446
1.4 7A 13932457018 13932520725 63707
1.41 7A 2790050933 2790064735 13802
1.42 7A 14682441054 14682504373 63319
1.43 7A 26625761733 26625925417 163684
1.44 7A 16140911970 16140990857 78887
1.45 7A 10561531102 10561568575 37473
1.46 7A 22576630430 22576715064 84634
1.47 7A 17690885453 17690934616 49163
1.48 7A 36165920923 36166024632 103709
1.49 7A 10668910148 10668950974 40826
1.5 7A 17816105736 17816208529 102793
1.51 7A 13571767225 13571840001 72776
1.52 7A 13602725340 13602778329 52989
1.53 7A 12196744648 12196898935 154287
1.54 7A 5746292337 5746318697 26360
1.55 7A 7194485552 7194509497 23945
1.56 7A 4322108874 4322124132 15258
1.57 7A 14424088840 14424149023 60183
1.58 7A 16612808528 16612853798 45270
1.59 7A 10125074967 10125113660 38693
1.6 7A 18842670715 18842753375 82660
1.61 7A 13069909851 13069965105 55254
1.62 7A 20367074938 20367129306 54368
1.63 7A 2917869961 2917886583 16622
1.64 7A 18273884711 18273957995 73284
1.65 7A 32250162125 32250291040 128915
1.66 7A 39730521151 39730747047 225896
1.67 7A 1473386607 1473390879 4272
NA 5A 2362019635839 2362038079508 18443669
